id,happy_company_id,company_name,customer_type,taxable,region,business_phone,cell_phone,fax,customer_geocode,customer_lat,customer_long,customer_street1,customer_street2,customer_city,customer_state,customer_country,customer_zipcode,customer_county,user_id,user_id_update,active,created_at,updated_at,lock_version,company_name_normalized
105,1,Bixby West Elementary School,,f,,817-526-0999,"","",,,,14901 S. Harvard Ave.,"",Bixby,OK,,74008,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,bixby west elementary school
106,1,Blanchard Public Schools,,f,,405-485-3394,"","",,,,211 N. Tyler Ave.,"",Blanchard,OK,,73010,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,blanchard public schools
107,1,Block Multifamily Group,,t,,479-530-0598,"","",,,,401 2nd St,"",Conway,AR,,72032,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,block multifamily group
108,1,Blue Crane LLC,,t,,214-532-7959,"","",,,,125 W. Central Ave.,"",Bentonville,AR,,72712,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,blue crane llc
109,1,Boulder Construction,,t,,479-521-8881,"","",,,,1423 W. Cato Springs Road,"",Fayetteville,AR,,72701,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,boulder construction
111,1,Boys and Girls Club of Rogers,,t,,918-111-1111,"","",,,,408 S 8th St,"",Rogers,AR,,72756,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,boys and girls club of rogers
112,1,Branco Enterprises,,t,,417-451-5250,"","",,,,12033 E. Hwy 86,"",Neosho,MO,,64850,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,branco enterprises
113,1,Breene Kerr,,t,,650-302-9376,"","",,,,TBD,"",Deer Creek,OK,,74636,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,breene kerr
114,1,Brentwood Community Park,,t,,479-530-8694,"","",,,,16381 S. Hwy 71,"",Winslow,AR,,72959,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,brentwood community park
115,1,Briarwood Apartments,,t,,479-403-9121,"","",,,,3400 Duke Ave.,"",Ft. Smith,AR,,72908,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,briarwood apartments
117,1,Broken Arrow Public Schools ,,f,,918-949-7009,"","",,,,1504 S. Joliet St.,"",Broken Arrow,OK,,74012,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,broken arrow public schools
118,1,Brookstone Lake West HOA,,t,,580-504-1182,"","",,,,3416 Sardis Way,"",Yukon,OK,,73099,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,brookstone lake west hoa
119,1,Brookwood HOA,,t,,918-934-9575,"","",,,,2104 West 109th Place South,"",Jenks,OK,,74037,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,brookwood hoa
120,1,Brunson Elementary School,,t,,870-226-2351,"","",,,,212 Scobey Dr.,"",Warren,AR,,71671,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,brunson elementary school
121,1,Butterfield Trail Elementary,,t,,870-919-5118,"","",,,, 3050 Old Missouri Rd,"",Fayetteville,AR,,72719,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,butterfield trail elementary
122,1,C3 Custom Homes,,t,,479-426-3903,"","",,,,429 W. E. Centerton Blvd.,"",Centerton,AR,,72719,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,c3 custom homes
123,1,C4L Construction,,t,,405-314-0802,"","",,,,1717 Garrett Dr.,"",Edmond,OK,,73013,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,c4l construction
124,1,Cabot Public Schools,,t,,501-743-3528,"","",,,,103 Commerce Park Dr.,"",Cabot,AR,,72023,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,cabot public schools
126,1,Cabot Public Schools - Eastside Elementary,,t,,(501) 743-3563,"","",,,,17 Bellamy St,"",Cabot,AR,,72023,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,cabot public schools eastside elementary
127,1,Cabot Public Schools - Ward Central Elementary School,,t,,501-743-3569,"","",,,,1570 Wilson Loop,"",Ward,AR,,72176,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,cabot public schools ward central elementary school
128,1,Calara Group,,t,,479-435-8478,"","",,,,23006 Lawlis Rd,"",Siloam Springs,AR,,72761,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,calara group
129,1,Calumet School District,,f,,405-206-7240,"","",,,,904 S. Maple Rd.,"",Calumet,OK,,73014,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,calumet school district
130,1,Calvary Chapel in the Ozarks,,t,,316-210-8317,"","",,,,413 E. Walnut,"",Rogers,AR,,72756,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,calvary chapel in the ozarks
132,1,CAMC LLC,,t,,405-555-5555,"","",,,,TBD,"",Norman,OK,,74072,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,camc llc
133,1,Camden Fairview School District,,t,,8708367381 ,"","",,,,575 Dooley Womack,"",Camden,AR,,71701,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,camden fairview school district
134,1,Camden Housing Authority,,t,,870-836-9309,"","",,,,800 Monroe St NW,"",Camden,AR,,71711,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,camden housing authority
135,1,Cameron University,,f,,580-581-2415,"","",,,,2800 W. Gore Blvd.,"",Lawton,OK,,73505,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,cameron university
136,1,Camp Barkansas,,t,,501-303-9936,"","",,,,2207 Malvern Ave,"",Hot Springs,AR,,71901,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,camp barkansas
137,1,Canadian County Cowboy Church,,t,,405-306-8809,"","",,,,550 E Main St,"",Yukon,OK,,73099,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,canadian county cowboy church
139,1,CAP Tulsa Briarglen,,t,,918-549-8691,"","",,,,3303 South 121st East Avenue,"",Tulsa,OK,,74146,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,cap tulsa briarglen
140,1,CAP Tulsa Disney,,t,,918-688-5113,"","",,,,11610 East 25th St.,"",Tulsa,OK,,74129,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,cap tulsa disney
141,1,CAP Tulsa Reed,,t,,918-688-5113,"","",,,,10940 E 5th St.,"",Tulsa,OK,,74128,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,cap tulsa reed
142,1,CAP Tulsa Reed ECEC,,f,,918-549-8691,"","",,,,8811 East 31st Street,"",Tulsa,OK,,74145,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,cap tulsa reed ecec
143,1,Carbondale Assembly of God,,f,,918-520-3981,"","",,,,2135 W. 51st St.,"",Tulsa,OK,,74107,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,carbondale assembly of god
144,1,CARD,,t,,405-255-8043,"","",,,,707 W. W Lawry Rod 102,"",Claremore,OK,,74018,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,card
145,1,Carlisle Elementary School,,t,,870-552-1189,"","",,,,520 Center St.,"",Carlisle,AR,,72024,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,carlisle elementary school
147,1,Casady School,,t,,405-520-1350,"","",,,,9500 N. Penn Ave,"",Oklahoma City,OK,,73120,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,casady school
148,1,Cashion Public Schools,,f,,405-433-2741,"","",,,,101 North Euclid,"",Cashion,OK,,73076,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,cashion public schools
149,1,Catamount Constructors,,t,,720-588-6091,"","",,,,1527 Cole Blvd,Suite 100,Lakewood,CO,,80401,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,catamount constructors
150,1,Catoosa Public Schools,,f,,918-698-3618,"","",,,,2000 S Cherokee St.,"",Catoosa,OK,,74015,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,catoosa public schools
151,1,CC Camp Community Organization,,t,,918-410-6216,"","",,,,471660 E 893 Rd,"",Stilwell,OK,,74960,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,cc camp community organization
152,1,CDSA CDC Enid,,t,,580-242-6131,"","",,,,1111 W. Broadway Ave,"",Enid,OK,,73703,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,cdsa cdc enid
155,1,Central Plains Concrete,,t,,918-724-0660,"","",,,,2610 OK-167,"",Catoosa,OK,,74015,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,central plains concrete
156,1,Chandler Parks Department,,f,,405-258-3566,"","",,,,414 Manvel Ave.,"",Chandler,OK,,74834,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,chandler parks department
157,1,Cherokee Elementary,,f,,580-747-4267,"","",,,,900 S. Nebraska,"",Cherokee,OK,,73728,,,,t,2025-12-13 20:22:47.116955,2025-12-13 20:22:47.116955,0,cherokee elementary
